ext,category,UPI,HI,FPI,AI,PCI,LI,WHI,UAI,WCI,DI,PS,FS,Total Finded
pinpojlbpepmejokkijmeehfhmhimnae,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,11
hgjfanlllikpfpaadggdbchdpcbiaeei,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
oilpcbohncpdjdadofhbldfmojneciop,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
iimfemaphmjjeogdhpolmjihigodnpjd,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,10
ploffbpabbckaipfbpkkjjgkoapfkccj,Productivity,0,0,0,0,0,0,0,0,0,1,0,0,11
lbnaaiagjdnialejpejfbiofmdceakjd,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
hkpcnabklhpajnjmmfmnpihcjjkojjpg,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,11
jgbacglecgcndhcbmjdfcbpfhlmidhoj,Productivity,0,0,0,0,0,0,0,1,0,1,0,0,7
onhogfjeacnfoofkfgppdlbmlmnplgbn,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,11
idnmehgeeaegbkllinnjdaabnamehphl,Productivity,0,0,0,0,0,0,0,0,1,0,0,0,18
nonmcdkdhgkljdlbkfdclcemmoenfbgb,Productivity,0,0,0,0,0,0,0,0,1,1,0,0,10
khlekjamjakgccofhmlapecdmhpncaii,Productivity,0,0,0,0,0,0,0,0,0,1,0,0,4
bfmjiakdfoacijccjgkkhoepjklhohle,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,13
ccnnhhnmpoffieppjjkhdakcoejcpbga,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
kdfkejelgkdjgfoolngegkhkiecmlflj,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,10
nndipgilommniblmeapehojhfggjjili,Productivity,0,0,0,0,0,0,0,0,1,0,0,0,9
hlmjikfpmonediocbonhnjinofclbdnn,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
bhbjldpmfhkffdepkcalihjlgnljpeeh,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,8
dgfmdpmfofhkbjkjbkmjelamngnbofmd,Productivity,0,0,0,0,0,0,0,0,0,1,0,0,12
ldggldbokgieggpbjpjgocjehcicgfgn,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,9
lgdgamflabmeeleamkgmgkmdgiaokomn,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,13
fpjjphhhciifpfhapopmdfppmhkepmnl,Productivity,0,0,0,0,0,0,0,0,0,0,0,0,8
cddadblbeboenbjkhieijeejfiecikel,Productivity,0,0,0,0,0,0,0,1,0,0,0,0,12
eeloognkophcblndaoopchicaedbepfo,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,2
adkbhojkafbilgfpkjljhifbdmjfdegl,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,13
gjiiifnkpfmdmihhihcdhlpkicdchlfe,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,15
ngdpmomdappgkebiakppbccncaoicmgb,Productivity,1,0,0,1,0,0,0,1,0,1,0,0,4
cifcnoebhbpdndjendfkpehpfbglgfkc,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,16
iekjpaipocoglamgpjoehfdemffdmami,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,15
dgkibcakfnhcnijakeobjifghganmojn,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,8
mjbjdgajnigneaoankmolkojdbbnmjpm,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,9
hgbalhdepgidkpblaihfkacbdihnjmja,Productivity,1,0,0,1,0,0,0,1,1,1,0,0,12
mnpgeapkjfpkamgeghldedbifmofackf,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,16
ihdindolkabfhcinihlabkoingbnmgfe,Productivity,0,0,0,0,0,0,0,1,0,1,0,0,13
ljkchdmiefjpclcpniabljokcaedooaa,Productivity,0,0,0,1,0,0,0,1,1,1,0,0,12
chfihpleinkadpemgfipejlehogogkkp,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
aandeoaihmciockajcgadkgknejppjdl,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,8
jkmajpplbomebfegjjagbeoblheeehld,Productivity,0,0,0,0,0,0,0,0,1,0,0,0,14
ldkbpnbhocpbliadbhleccjenkndklma,Productivity,0,0,0,0,0,0,0,0,0,0,0,0,7
pmokbmjoekbdbgiffbepajleicmlhmjp,Productivity,0,0,0,0,0,0,0,0,1,1,0,0,14
elinfdjpiebmjpbbomjbiknfbobedemd,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
mcmdolplhpeopapnlpbjceoofpgmkahc,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,13
eoopbkdfopkddodhddkddlgdpcaclbch,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,17
flkmjdnckhfkjkldogocpnmljokfnbln,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,9
ehpmhndlcdojkackampigpglhlnhgjhk,Productivity,0,0,0,0,0,0,0,1,0,0,0,0,13
oilfeenjkfedhlpijdhgbhdkdkjdmdnc,Productivity,0,0,0,0,0,0,0,0,1,1,0,0,10
mjjejoceeofebhjldgahefongldeffha,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,17
ianhccjmhhopfhamaijdijafpljdiohi,Productivity,0,0,0,0,0,0,0,0,1,0,0,0,9
akhdmejeagnbocfdcmnpgogbonodhkcn,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,10
ggjgcpohakbfemgjfmoolgpnjpjcdmog,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,13
niaplcgenmegfjlnmjigkegkbkkgmjkh,Productivity,0,0,0,0,0,0,0,0,0,0,0,0,10
cofbiemcpanejcbplenlbiekpbgaggeb,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,9
kpokkmehdkmcnfiknnjlnjmppnpfnhkh,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,9
mhdgihccijnfaiojlhfjagcmcilmbgnd,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,9
lajbajamkpmkmldodfbljkjihppdclbm,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
lcmhimhhdbhdjlbnfcknbnnffcikniec,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,7
pclimnkhonjpjckbopnepaiilmcmgioi,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
ngcbnnpkcfomilobdpffbkcabmehjnbm,Productivity,0,0,0,0,0,0,0,0,0,1,0,0,15
ebknnihoedejfnnjeckfifeojelocbll,Productivity,0,0,0,0,0,0,0,1,1,0,1,0,12
oilcfopfbikfeapigpknngnmdcpijgnl,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
gnkmekbfichgiimlopamagjlljidbhge,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,6
mkkpiilehhnnpejckdbgojffiokmpgll,Productivity,0,0,0,1,0,0,0,0,0,1,0,0,6
aakppiadmnaeffmjijolmgmkcfhpglbh,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
hceenlnhhmjijehhioipgnmgcmmniepb,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,10
ofnbphpblmbcboolheihpgeeijbkgjfp,Productivity,0,0,0,0,0,0,0,1,0,0,0,0,11
abjpdpjdpbcnpflodcknkiebmnglgikp,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,8
hhgnmllddghdmpmnbdpkcmahegbdclnl,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,13
dhgnbcfiilddcjgbkhmkcbcofdkmanif,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,9
pjkocjmfohckmpljclonpinepjeceomk,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,13
aacolcbidcmmhkilmmgfebmcghpkdngg,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,15
idjklefipcgnebnnhajdialhibfboaho,Productivity,0,0,0,0,0,0,0,0,0,1,0,0,9
onbnhblnkolloafcmfpclpojcbinjmdo,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,11
demheclfdlemkkpadenmajhjbdhbjjml,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
odjfoclbnmllekbhpbgopiiaelcpeimb,Productivity,0,0,0,0,0,0,0,0,0,0,0,0,13
ldoiggfbcanafkogpeclahfbdfdgedfe,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,10
hpocmjkijiifppldckmofghmhjmmmcdk,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,15
hfhabheaembmldpmminocmabehndbmkj,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,4
pdnbdpgpaofgjccejoggaegalheedcaa,Productivity,0,0,0,0,0,0,0,0,0,0,0,0,16
nnjpmhikagnhoinmdoeeinkmjiicbdgj,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,6
ipiffhgeigmiffclkpkgdaklbdgdegkk,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,14
cibkbalgoimplliocdglnonnjnfbnmmn,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,11
hlhahlfgminembhbfccaibbhlkgdbobh,Productivity,0,0,0,0,0,0,0,0,1,0,0,0,6
okkdbmdhpgmajopdpmflkldkemcldnjd,Productivity,0,0,0,0,0,0,0,0,0,0,0,0,13
kfdibhbheajeacnkkakomaliggbgndcf,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,16
gaoijlmokigkaaocblpcmlifgipojeip,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
cpcobiephkdkdgpkpfhcgbdokhcimcmi,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,9
adgnogkndmhcblbonkhgfbbngeghpboh,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,11
gmkgbihnjmflaahgkhlmenngplbinkji,Productivity,0,0,0,0,0,0,0,1,1,0,1,0,6
ahlcihfjafcicppnhjcnbhcgmajkmimj,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,11
jfpfpagoigogefkhoddeiammikkhgojo,Productivity,0,0,0,0,0,0,0,1,0,0,0,0,11
fohlmkobgogbhacjdakifagilkfahkfo,Productivity,0,0,0,0,0,0,0,1,0,0,0,0,9
goldijdloncmcfofkbahbadhigjilcfm,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,8
pdfepgdcmifhbmldcofnkmnbabamjdnm,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,17
kjcabbbkjfijlgcppjeeeglemlhnkhao,Productivity,0,0,0,0,0,0,0,1,0,0,0,0,19
emmpodeiofjjjigcmaegnbfkhobclfgn,Productivity,0,0,0,0,0,0,0,1,0,1,0,0,12
iapifmceeokikomajpccajhjpacjmibe,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,15
lcjaepcaegbfmappknpidecadlpkimke,Productivity,0,0,0,0,0,0,0,0,1,0,0,0,11
lafbomimcnnlcefegebiohbkclldjfen,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,5
gomddcmabinakjildbgfoabbiakfkkfk,Productivity,0,0,0,0,0,0,0,0,0,0,0,0,7
dcbfokdljpjjopdbceockgcdaljljbjn,Productivity,0,0,0,1,0,0,0,1,1,1,0,0,12
bdglbogiolkffcmojmmkipgnpkfipijm,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,15
chpdafndlgeplaoobnmfgmknpaakgfap,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,13
elmhfjhlecffodalffipmgpploaihjgh,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,15
dbggpjmenkchifddcfkjmhmbjpgjkhfb,Productivity,0,0,0,0,0,0,0,1,0,0,0,0,9
dkpfcdajmlidnigklffoploblagkncic,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,15
nljldpdlijecbfkakgblhobklpiogmfg,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,9
jnfooppcjiafgeenkfeneflchjnpcepm,Productivity,0,0,0,0,0,0,0,0,1,1,0,0,10
hhnkmoijlinhobdagnchdhogdmedamce,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,13
gelgpoamgbniokddgkfekdfidgioglcm,Productivity,0,0,0,0,0,0,0,1,0,1,0,0,10
hbcdmmaobjagbplobejomeefggahclkf,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,13
alplbnljhpemnggmbiknaacdjfdookdj,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,8
dbjbmlklpahoceohjdofpdhigdminhdf,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,8
mbdbfbeebekieflbpicploepnkblcmjp,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,9
fkbfgpllpbhbofnhkefnfeignnanciie,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,11
lphpfkjooicjegnjpaeimnjnjfpiejbl,Productivity,0,0,0,0,0,0,0,1,0,1,0,0,12
doplkcmbmmndfieconhlhpffkihmjaic,Productivity,0,0,0,0,0,0,0,1,0,1,0,0,15
dldplpmpobeolcmolanaafacfcggjlpf,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
cgdgnkkknckpbebomffdhhoklfgddacg,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
gmkbcmcbbbcjiikgleahfkjongibkkml,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,16
mclgkicemmkpcooobfgcgocmcejnmgij,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,13
blbeajekbphoogbcoomlkenjbklkoofc,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,16
ebbhbklppdcgmlhfckcnpbjnmocdnomp,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,7
joedmpmimnhapomaphaoohgaipeajiji,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
hieibmccpcmjgdledlijkfnjajeeleka,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,3
hlgfnmhokcceeipoadecmcgfijbnjpjm,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,17
lajcdabjijahgplgochhblglegapeoao,Productivity,0,0,0,0,0,0,0,1,1,0,1,0,7
nenjokibennmmllmdbifnmmgipppnfbm,Productivity,0,0,0,1,0,0,0,1,1,1,0,0,4
ijpalmkmpikekpglgjacfnaecdidhmgn,Productivity,0,0,0,0,0,0,0,0,1,1,0,0,11
hcdnbmbdfhhfjejboimdelpfjielfnde,Productivity,0,0,0,1,0,0,0,1,0,0,0,0,12
ncpfnfppkjhhiiakepiahcgeadfmndfl,Productivity,0,0,0,0,0,0,0,0,1,1,0,0,11
lbfhkkmdieelolmdiamdjjfpdaknnonm,Productivity,0,0,0,0,0,0,0,0,0,0,0,0,9
biamddnmaknjcjddnagdndhainhbfkdm,Productivity,0,0,0,1,0,0,0,1,1,1,1,0,3
jhcadhkfandbknkhibmfojeibbgjehmn,Productivity,0,0,0,0,0,0,0,1,0,1,0,0,13
amigcgbheognjmfkaieeeadojiibgbdp,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,18
oejnidpeffnbdfgienfmebepolhicmgh,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,9
mogildlgjglckdcfclpbcbidpdkjgeeb,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
kbpniaalopjpaeeenfoejdjlkepbfbgk,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,12
cjepknkdbfekghcecakjfbdcjkbapipk,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,6
kppdpnmdpdjckgihabenefhimmebobgc,Productivity,0,0,0,0,0,0,0,1,0,0,0,0,14
bfkiphdpanhdnjbekkjigbjjmllhndch,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
lblcdbodaeohglchapiemacgbnedbcio,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,11
fdapipnfgnlmomgpbhjdbeldbgmpnffp,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,11
ekeibbdbjgbkapefeiepkgiblgccmhhj,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
adbkphmimfcaeonicpmamfddbbnphikh,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,10
djcdicpaejhpgncicoglfckiappkoeof,Productivity,0,0,0,0,0,0,0,1,0,1,0,0,5
imfeikbeimbfpmgfkkmjekabdehiiajc,Productivity,0,0,0,0,0,0,0,1,0,1,0,0,12
danoojfpckpaacgbaebfakjeepeenaop,Productivity,0,0,0,0,0,0,0,0,0,1,0,0,16
gjmebpjdapkkekibgjdelbpocfjffijh,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
mlcmdiaafmjoemkbhidcchjkckameebe,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
cfaiodgiaecemdaehdgnnopjeidfogid,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,6
hpoppoplmjinccgllbdponidaffcflcc,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,2
mpfidbepelflomnehfimddopefciloao,Productivity,0,0,0,0,0,0,0,1,0,0,0,0,14
lpkpcliecpgjbkffooidajhakoidhidh,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,10
nccgheinjagepglbgloplfiekhepeodb,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,8
njolgndciahgpnhfhgogclonnipeodem,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,5
giklpccffodlakiebphbajhefijhompn,Productivity,0,0,0,0,0,0,0,0,0,1,0,0,8
cekilcbhgbldeoodehddneajfhpdjkke,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,7
mfdfinecolbgdenkibagchehgkhlgpic,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,9
kgjjibjgdilhjbopkkdpfnifmgfmhdfn,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,7
menlneemlhgkljniomiifhhniennibpc,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
eonhhelcinleidaoaknflombfhbjfiid,Productivity,0,0,0,0,0,0,0,1,1,0,1,0,13
feicfmdclohfmnlbajhmenfdffhiipif,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,16
ifnlmmjalfkgomgglfdpfonepoicdhof,Productivity,0,0,0,0,0,0,0,0,0,1,0,0,13
dhgkdkollobnolailbckohhaikklnnki,Productivity,0,0,0,1,0,0,0,1,1,1,0,0,6
hpfjfgkpfglnmnohlpjcnjegmbgkpobn,Productivity,0,0,0,1,0,0,0,1,1,1,0,0,12
amkpedjodpfbcomhddhpnibknegnkglm,Productivity,0,0,0,0,0,0,0,1,0,1,0,0,6
gpnebajhkedajplkepiafghcfoljbgmk,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
geojpngopndpffccbfgekncdgmgchmgh,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
cfhojegjegkohdidhpmajdbnlfkphbhc,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,13
eplnbbidbnfpmodgdgpaociaojghmkgb,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,17
jicbaeklgoninplhmenhndnidnbfaohm,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,11
hlppodmkbcfdekajhpdgjikidbdcoknd,Productivity,0,0,0,0,0,0,0,0,1,1,0,0,7
icmbnkmjhdapliaologdghjfpcmcimln,Productivity,0,0,0,0,0,0,0,0,1,1,0,0,13
phnofgchbnhnblinddmnmkjhpifciimb,Productivity,0,0,0,0,0,0,0,1,0,0,0,0,12
ijckohcliadaplkahbcfdcahjkchbfcc,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,8
apbapccfgemhlnbckbjjdbkpbkllbbib,Productivity,0,0,0,0,0,0,0,0,0,0,0,0,11
jaakoojkhnkmakjcikcdlgflalngpilh,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,13
okeennfbdbebolgjgokolfdgnjkaikla,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,13
mkjgbogdoogelppeoecjeidjljhhbcdg,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,8
lblhamacloknejkelkodkgoddmkimnjd,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,9
nooeemkngkckhnlfbmikbkiiabbbnlap,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,8
eighbfagaopopmeiaknomafhimpphohl,Productivity,0,0,0,0,0,0,0,0,1,0,0,0,8
cndcekipmknppjimkblnklbiaaljhoda,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,10
jepekkbkeoifmhjfejinpeffomahkepk,Productivity,0,0,0,0,0,0,0,1,0,1,0,0,16
dgggcpmnponfpgnifbdohajbdkbgjlhd,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
gjelmlndokgfcnodogpcijjpoggcdnak,Productivity,0,0,0,0,0,0,0,0,1,0,0,0,6
ohjdmhmeknfckcobidllopadedgiiilg,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,15
kmkdngajnjecnkdpiddmkongflkcojlg,Productivity,1,0,0,1,0,0,0,1,1,1,0,0,8
ieniacpiejjjbbeconfomapjbgfjcjlb,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,13
hmgehpjpfhobbnhhelhlggjfcaollidl,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,10
jcgpgjhaendighananonflfmjjefjjlp,Productivity,0,0,0,1,0,0,0,1,1,1,0,0,14
acjikceibgbijbnhfialnjhilckdajan,Productivity,0,0,0,0,0,0,0,0,0,1,0,0,13
jmhdkoepjdogkklbdildaallfnipblod,Productivity,0,0,0,0,0,0,0,0,0,0,0,0,13
ndhfiejnmnckdpdkickiaifmlembpdba,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,6
oamoblhomggdkgijpmlnbiafkchmpajd,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,13
aidompfihhjpgdgcklcdiobfifabnapl,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,15
lnecoeklgpiahmapooghoibhopipleke,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,6
ommfligmacnpbcgdcngiihnidllbbicj,Productivity,0,0,0,0,0,0,0,1,0,0,0,0,11
labnmfcoccnijgoofjgonodfklfcgiik,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,14
oghbejipobmlmgfbdjmfgnnhepngcmle,Productivity,0,0,0,0,0,0,0,0,0,1,0,0,4
emlglgogdlkgaepogbphgkdlpdlchdgg,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
lpbdnabmlikokalkbdoadccamhcfmnga,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
pffnmeolekgjhljdbgpbeaninomjppne,Productivity,0,0,0,0,0,0,0,0,0,1,0,0,12
ijeocpcpgcoghhmeoidingaagbblokal,Productivity,1,0,0,1,0,0,0,1,0,1,0,0,4
ijjdhiiledlocjmiphacjlheolhnffbj,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
lkmncgofmndgbeokbakfhhdhcjphmbph,Productivity,0,0,0,0,0,0,0,0,1,1,0,0,6
oppadelfinecikcbggmjjicoandngpba,Productivity,0,0,0,0,0,0,0,0,1,0,0,0,11
abgbcgpkejdjlhobkhpcnnlpnbacenfj,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
bklnjbfcmglhiaoppcckdodanccbelcg,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,10
cggapnjlkdeihpmjcapocdobfioaekmh,Productivity,0,0,0,0,0,0,0,1,0,0,0,0,10
penhpkgilnjmjehginoadgegkjcpfccl,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,11
hifkkdafkbpclfibnmlnjbedibemdfhb,Productivity,0,0,0,0,0,0,0,1,0,1,0,0,14
pabdhaakclnechgfhmnhkcbmjobeoope,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,13
niepgnedfieeafongdcjhppiamaeliec,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,9
njmbjmbdhdkoonmlienimhcojhbbopgh,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,14
dhgfaokfhhiondfknlnfojhfebgpfeai,Productivity,0,0,0,0,0,0,0,0,0,0,0,0,14
ahpejeifjpkjnielhplbcpkbkodmknmd,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
kdcnhloaackdhhgjmnhahjckiimcndcb,Productivity,0,0,0,0,0,0,0,0,0,0,0,0,5
ekdpogfddhdfcndoapfagbmaenmkholp,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,10
naibhenafipiihicdmncjjelgelkjbno,Productivity,0,0,0,0,0,0,0,1,0,1,0,0,6
dnlffelklagnbdjpcbhfdbangccjmhhh,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,13
cbkbehonmkldgmpdpaigonchnngpbnlm,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,14
poojadbpgpkiokkenipihadhecgphkfh,Productivity,0,0,0,0,0,0,0,0,1,1,0,0,7
jopifgpfoeeeodfdpbmibkidoldcpeco,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,13
apondjajmejlodhkaenofcicoiiekghf,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,13
peofiedbeicgojgpfiojkillabcgphdl,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,6
emekiohhckejeabmakkjjdglllaolmad,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
mmcoakfbchcckehhnpngpbmkjbpbmlng,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,7
ffddnlbamkjlbngpekmdpnoccckapcnh,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,13
lmhpmojffnpndeejifmkicggnilnlfem,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,15
ojplelelocihfchkdaebocpankipadmp,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
pbpcjjeafjbagpajabalnifnhleeojoo,Productivity,1,0,0,1,0,0,0,1,1,1,0,0,9
ppeafcmpnlhfpajdcjoddeopdbnadjaf,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,11
gikhpbobeeodkpgefokcefpiiifenhip,Productivity,0,0,0,0,0,0,0,0,1,1,0,0,13
bnejafckemhphglokpheonnpiohhnhfp,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,8
fbimffnjoeobhjhochngikepgfejjmgj,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,16
bccofdpmfkgcobcodfckgnkfimdbflnl,Productivity,0,0,0,0,0,0,0,1,0,1,0,0,6
mbmmpilinpiapfcmknmjgikgoeicadka,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,8
dhpnlgohiefadohlnjjgmahhlilnbfce,Productivity,0,0,0,0,0,0,0,0,0,1,0,0,8
ineblhlndelngcbhcmjjomgjggmhkkmi,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,11
eocjgomdogmfanjcholmbpnabmgemkoi,Productivity,0,0,0,0,0,0,0,1,0,0,0,0,9
hnnaigfjnbbmhmgpjdbhjohjopnkpkjd,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,10
hfipllcfgflbbohoilndhoagcdinfeio,Productivity,1,0,0,1,0,0,0,1,0,1,0,0,15
gicmlkadgcmopjdpcopmclemcaplehmp,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
gdkmnhfejfcgfckdbecheieeeklnilai,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,9
jilokfphokohoibmbhkiclnemhilhcdl,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,14
koaeinhjcalbpdedhgdngbbooepgokce,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,13
jncjlbmaciichedinpfdmhoahjnebiak,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,13
jjfdmgfcjjpalinpmfgkpjlhhelndhhh,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,9
