ext,category,UPI,HI,FPI,AI,PCI,LI,WHI,UAI,WCI,DI,PS,FS,Total Finded
ecpkkfgllianigfeoonafccgbfeglmgb,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,12
elllongpopagmgilmlaeildkgmioelhe,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,8
jlodlegnpjplclncjkgolcmdhjmlokna,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,15
lopnbnfpjmgpbppclhclehhgafnifija,Productivity,0,0,0,0,0,0,0,0,1,1,0,0,7
plgpadocbcmhlndhcibmhoomfdeokdgg,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,13
mpafifekkabfioifmblfnbkfbhcpggkc,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,10
cnlibahlccceecnjljbjhbpmkggfekkn,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,11
gejhejlaonknopcmcafbeebicjipodfe,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,11
lhdgceckgkfnpcefggkklinlhpchjjap,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,11
djidbebmiaoojfljhmofnihanheggbap,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,16
nnmkipmghijjolehhibjjmmlpdgnkpgi,Productivity,0,0,0,0,0,0,0,1,0,0,0,0,9
oainlaijgfacchbmdjpdedindpdekbcb,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,13
iipcnebeanlkejnmbedeaeicaplfmibf,Productivity,0,0,0,0,0,0,0,0,1,1,0,0,7
ioojhhbjegkmkekbkbhagcokmcmamiff,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,7
kfdffnefaojncoocjegphgaphgbkogpi,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,10
nmhnlemdhjjebiklhbjmpkiekgjjbnfc,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,17
fgkhimnkbaccbhigaeoggfbmggdidjjj,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,11
plhaoajbhnjfbdkkimekccjpojkphmmp,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,14
pncdcnbgaifdcakpnkipbpelkhkahmil,Productivity,0,0,0,0,0,0,0,0,0,0,0,0,13
iicjicoidokejlhbgdpbfphddeifhnjb,Productivity,0,0,0,0,0,0,0,1,0,0,0,0,11
lhnjlejjbdoffhoakiohffkhlfnkeaki,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,7
cdopijddofmobcpbhmikjglcfmjijlka,Productivity,0,0,0,0,0,0,0,0,0,0,0,0,11
ggicinfpilmoeepbmlhjlnpijecnhbme,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,6
gpppkkkidmlbdenkajgcpfkjocmdbock,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,10
glaeehjmkiniecdehbnikejfncfohpap,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,7
dibfbemhegmnkjbpgdemgobiknmdhhpj,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,10
hdlmnllimnamecnpkpgjikdonjcjaghe,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,10
knbllidkibplcobilanhbpldlioffbak,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,10
hpkjgklbfbihchdnepabajmcanamdohd,Productivity,0,0,0,0,0,0,0,0,1,1,0,0,11
cjaonabonpjpokmengkpiedmolbbjdpi,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,10
kknmdfjljofckpgkohkeahcacllhjkon,Productivity,0,0,0,0,0,0,0,0,1,1,0,0,9
haplmldmmjboafjpelboplllnofkhcaj,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,14
gefaddaengbodpiobpbgblajdboalmgc,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
coiffdkoeimkhbfobbbddndmnkjeefbe,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,15
keekoflcamfnefpkpehcibjlfbiceejh,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,9
jgmemodiapblpagmpfdkpjinbhfkpife,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,9
bpojelgakakmcfmjfilgdlmhefphglae,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,15
foeipofmnkjhlbojckgiecdffbfnnofj,Productivity,0,0,0,0,0,0,0,1,0,1,0,0,6
agpdehdoflonliehldgcglobgnfpajeh,Productivity,0,0,0,0,0,0,0,0,0,0,0,0,7
fconcakelnfiacccnghcjhbmddloahfn,Productivity,0,0,0,0,0,0,0,1,0,0,0,0,9
jmphljmgnagblkombahigniilhnbadca,Productivity,0,0,0,0,0,0,0,1,0,1,0,0,8
pnihacoookeaaaklfaoclkfnbgkmbifn,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,9
adlbmiigjompmjfconlohceehffmfedj,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,8
aagckeangbhdegepjkmihamjggeflipg,Productivity,0,0,0,0,0,0,0,1,0,0,0,0,10
mpfdlhhpbhgghplbambikplcfpbjiail,Productivity,0,0,0,0,0,0,0,0,1,0,0,0,7
bojlbhjlkpddofgmibejjgpbhikheecf,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,11
blmgmbklfpeofappdbgnbjpigbkbcmej,Productivity,0,0,0,0,0,0,0,0,1,1,0,0,9
ppdjhggfcaenclmimmdigbcglfoklgaf,Productivity,0,0,0,0,0,0,0,0,1,0,0,0,8
mmlhdonlemejhcakmibfddphfigagfnn,Productivity,0,0,0,0,0,0,0,0,0,0,0,0,11
ihcahckdmfgebcihagehdfcdopmjmcjp,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,8
ebjdgpdlkejknpokamoinmjnbdeloaaf,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,11
nnmoidfdhdncdeeficmimjfcdbhaaffi,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,11
lpfblmjahaklnakpjcifpcnofpdbcikd,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,7
mghoehfkgahjpbelbhhocpplgmnhgiem,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,14
hbhhpedkdcnjiaefdlilbhpbombjnkaj,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,7
okmnbiladbkgnjnnojljeleijkcdfgob,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,15
kepfjjogmnfdilmhecpjogbbpjechmml,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
hdelhcadmlgmlddgbceiolibkmihkifh,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,13
afdienfgfeojjnmobgakodmkiebhfcap,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,15
kakenlcjjabkimffanalanbhoejkbdmf,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,13
bhgpjfpkbpadpjenecjbioekbheemnkn,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,16
ejddcgojdblidajhngkogefpkknnebdh,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,18
ekoakmfgemahohlhgbmodkaaigmbkoef,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,4
aldihiefnmdalclppcahjjgkfaadpaig,Productivity,0,0,0,0,0,0,0,0,1,0,0,0,11
cnjlocmcmooihfgpkpgjgjdkhhfmbhij,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,13
cglaemmecoiemahimhggkppegekpfdca,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
hjefbncfgomcinddhoenfiogmdbdefdc,Productivity,0,0,0,0,0,0,0,0,0,1,0,0,8
ellonhlklghkcagfccmgjjkoggchibpj,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,11
mmpkmmpdkbngpahhmgljkjcpfjnodlnc,Productivity,0,0,0,0,0,0,0,0,1,1,0,0,13
jhnfmjcimdbckjkbdgjkjkfmhmadnaoc,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,15
ghnpndelalcapdjpkggfkigojhplimmb,Productivity,0,0,0,0,0,0,0,0,0,0,0,0,13
fjdbdeljjiadfhnofngfjkbblekcgnlp,Productivity,0,0,0,1,0,0,0,1,0,1,0,0,13
jbjnkannnkbodiklcneobpnjfghdecbf,Productivity,0,0,0,0,0,0,0,1,1,0,1,0,4
cibckkmimpgchcdfoecnlhnagpnlifoo,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,13
ljijddicadnhbekjfekaaidblacjileo,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,13
hfacpfhgpmaifaanbmgbbjkfgelookom,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,13
eolmlanpgeahjnagakiooldgmmjhejhf,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,16
ijndnpondlemhcgdmbdljpgohnlpejhp,Productivity,0,0,0,0,0,0,0,1,0,0,0,0,8
nddeiknmamlpagmnabfdlljlikeoanch,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
gfplodojgophcijhbkcfmaiafklijpnf,Productivity,0,0,0,0,0,0,0,1,0,1,0,0,10
blchmkjgannkdeibgfcoampiblifilkk,Productivity,0,0,0,0,0,0,0,1,0,1,0,0,10
nogodhbmjjbngkjjimcannohcdpchlen,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,11
hipgdbnphembdgicadgomdoibpnppakd,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,14
imogkeoglmoaghpegcmghjicbdgbahio,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,10
hpljjefgmnkloakbfckghmlapghabgfa,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,11
eaancnanphggbfliooildilcnjocggjm,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,11
jahbgfelgdkpjhbcggnkfglaldkhodmi,Productivity,0,0,0,1,0,0,0,1,1,1,0,0,4
lbppdahpdolmndgjbbcdmckfebbelggn,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,12
bpjkjejdannjfahgbahegaendgjgnpci,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,10
kbmdekffinpekjapcpgchgpkfokklaaj,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,10
hkgbpdiokppolmlnniimdjdodcmkjkcm,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,8
kjidlbmlofbkhekampnlckhnhhenpfgd,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,13
inehghpkjjjdgpnagcbogckbonilnidc,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,16
epmgelimikilbjhncpajmbiolnlneoak,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
efpmmoncfnmlpmcfldhnpeoccnfpkldp,Productivity,0,0,0,0,0,0,0,1,1,0,1,0,11
fjahbobhcegkhodbamdgkaicogpaifme,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,13
ajfnknkjkdcopjkjfkglgjpbeikpddnm,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,8
nlolbbjbmhpcjfihgpbkjldbbcgkipio,Productivity,0,0,0,0,0,0,0,0,1,1,0,0,10
obincefhnenglgklhbehgeeeccjpgccn,Productivity,0,0,0,0,0,0,0,0,0,0,0,0,11
cjgfncheadgloikagihofjcaebkmgmfe,Productivity,0,0,0,0,0,0,0,0,0,0,0,0,7
ammahoifgklhccmocbmmplbehdnodppp,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
hhddcfhbobkbccigannkfacjdoebinbm,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,13
hmbnhiecbjkahpmgpjomjnpojnbiegkc,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
kpneknggffejdhpekdcfangbacpbmbpd,Productivity,0,0,0,0,0,0,0,0,0,0,0,0,7
mlcffemhjckmcjgieblieoggepjbafmn,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,17
mmooelabpllbfelfkbeccahfimjggglh,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,10
nlhaepbakkedjfnddhmacjfgcpndoejn,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,9
feolagkacappiaieohahjkeaikhjjcfa,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,15
nbjigomgokpdkokgngkmmjohmmenmcma,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,10
flapomoagkbllphhhcikajjjahiklonl,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,9
bcjaadnpjolbaginfighnpcdjmbeiahn,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
beepmphpahmddbgagholgnccfaamaidp,Productivity,1,0,0,1,0,0,0,1,1,1,0,0,6
ffgfcbfgdemibfcpcfkpicfgkiojbdkn,Productivity,0,0,0,0,0,0,0,0,1,0,0,0,9
nhpmkadfmieicpkanpcdmhbgbanflbpa,Productivity,1,0,0,1,0,0,0,1,1,1,1,0,4
hdpnapnmccppiagahpoclpjdoimjjkic,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,9
mnkbccinkbalkmmnmbcicdobcmgggmfc,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,10
ekknnaljlfpplocdbolkojilclngflnm,Productivity,0,0,0,0,0,0,0,0,0,1,0,0,8
kiapphehiclgceekipjdlokgladdejpm,Productivity,0,0,0,0,0,0,0,1,0,1,0,0,3
omehhmiidkgffbdblgoddeambkejjpdk,Productivity,0,0,0,0,0,0,0,1,0,1,0,0,12
emednmcapifecehdmdpddihhifjejhkb,Productivity,0,0,0,0,0,0,0,0,1,1,0,0,1
hcmodonlgonlblfjjffbeikfhgfmmmgi,Productivity,0,0,0,0,0,0,0,1,0,1,0,0,12
jagchenlicaikggbgokedjkikihnhoga,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,10
paaonoglkfolneaaopehamdadalgehbb,Productivity,0,0,0,0,0,0,0,1,0,1,0,0,13
bijpnbghnemhkcecbpkghjkhmgadpeca,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,10
eaoeankffafdpnhgnamdlifgaknjdcog,Productivity,0,0,0,0,0,0,0,0,1,0,0,0,6
mkbinjaoeonjpjojkkabokgmiljodmip,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,16
ameifmmflpopkpcajacpiiddfjjnpfog,Productivity,0,0,0,0,0,0,0,0,0,1,0,0,16
onggnokegmdgdgipnpbaefmgbhkkhcfa,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,12
bddefaafkfnmbplljfllaojjodoafnip,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,9
eefljgmhgaidffapnppcmmafobefjece,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,15
bcmfandagknmpnambbppcpgclkccgigb,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
jmminocgkncmikgaoooddledofafmlnj,Productivity,0,0,0,0,0,0,0,0,1,1,0,0,9
oaogpafbjkilfdngggnkhppfaednoonk,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
akdabagianlhaniaogchhfhjegekmkeo,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
amlgbghdoipfolgicbijclknldenpijf,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,10
lhcgfhbbffjapboihhcigcnnbjggjpep,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,10
ibdfeimkglcmdejppabkaidpippniiob,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
onigagklpeimkhiehoojpoloonfiplie,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,6
oeoebnmdkhjlpcikbfbpopedhjocchfn,Productivity,1,0,0,1,0,0,0,1,0,1,0,0,8
pgojdgodkeeohblpemhanogocmonjelh,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,6
cjimdcghkagehpmmgbinnfpjamlglmem,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,15
obgpgbkkejcfgifbcielhncffgfpkkfn,Productivity,0,0,0,0,0,0,0,0,0,0,0,0,9
enbepoacecmhfdbbigckfepbjdaehhcp,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,6
ebpdoingcodjhfhmecjjfnhohhmcfnlc,Productivity,0,0,0,0,0,0,0,0,1,0,0,0,11
bjjjdfkmchhojjkgbnhhlpoaeehpjjhi,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,13
hmefhlplaecjfdlcjieeeopcbfoajmjd,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,11
ookjlbkiijinhpmnjffcofjonbfbgaoc,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,10
ghfkfeopbdkapmplpgnmoannmcodhgld,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
giheghkconpffcaboaoabfjopnnoiglm,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,13
mlphpicndcenncdhmnogdnfjolngblci,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,15
llnlifjlmlfeifhlahlhfjcogijaebnj,Productivity,0,0,0,0,0,0,0,0,0,0,0,0,13
aliachjmgkelibfecomdccomahgpople,Productivity,0,0,0,0,0,0,0,0,0,0,0,0,7
ojjflicjfoiaeilelbmkbgijmapkdakk,Productivity,0,0,0,0,0,0,0,0,0,0,0,0,9
epeiimpoigheahfbmmhadnfgimaacipk,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,11
eajgmklihlmnnlpejikagagfndcekdei,Productivity,0,0,0,0,0,0,0,0,1,1,0,0,13
kofhcoakfkjahhenjfoaioapdbogaeil,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,9
efojmcondicmmlepieoficobmdnpnfmd,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,12
gcihackglhkfinndffhemefinhlmagfe,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,12
akmlgflgekmnameijijkefhochekjfgg,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,15
pnoolemkbkbjlnklbakeianpbjijajll,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,16
fjgncogppolhfdpijihbpfmeohpaadpc,Productivity,0,0,0,0,0,0,0,0,1,1,0,0,10
bgdaclhhejpngppcpblhbcdnapallnhn,Productivity,0,0,0,0,0,0,0,1,0,0,0,0,13
fapgabkkfcaejckbfmfcdgnfefbmlion,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,7
njajpkffmbopfdgecgdemkhamnkhgmnc,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,9
hphdahmligbkhjoedbpeoigbmopehdhm,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,14
lckanjabhailhdngplhaejjjbpnfmdld,Productivity,0,0,0,0,0,0,0,0,1,0,0,0,8
ckcfmnfhoepefeijnohefbdhnfnafclh,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,9
eigbinbgomoampdljpjabchdempfileg,Productivity,0,0,0,0,0,0,0,0,1,0,0,0,13
infhehgiakhadglipkplddmjgfmnoikc,Productivity,0,0,0,0,0,0,0,1,0,0,0,0,11
acclkpakfhclgnilbcclfpmgcoalbcmk,Productivity,0,0,0,0,0,0,0,1,0,1,0,0,12
fenbgggimmpcjpnpdkpfageeckejcngj,Productivity,0,0,0,0,0,0,0,1,0,0,0,0,13
gjfepcdfjhcnimhjkbggbhhhnklpagka,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,5
bihicliebfbikagmhbbhpdjmggcfdebi,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
ldeincodggjkimblpnadkoonknjbokmj,Productivity,0,0,0,0,0,0,0,0,0,1,0,0,7
bafffofgkhnjkbhlbbofconbfecknejm,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,6
fmmhkmjlnoopgelhjpcckfgdnjbhgfde,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
jocjphighcmohkichnieochigjdhbcie,Productivity,0,0,0,0,0,0,0,0,0,1,0,0,5
iliehbhfgfbjllfhhbbceochgmkkhpcb,Productivity,0,0,0,0,0,0,0,0,1,1,0,0,14
ddlifcapmkddgnofiajbeicbhbdpkgao,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,9
nlobpakggmbcgdbpjpnagmdbdhdhgphk,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
hpcojionnmginehclohnkiceenecpnge,Productivity,0,0,0,0,0,0,0,1,0,1,0,0,11
ajjomlicondblaanocpidednacdaonal,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,15
lgdpfnmeegchglmackkiljhkbpenhodl,Productivity,0,0,0,0,0,0,0,0,1,1,0,0,14
cpjhngnhhedcghjdkaedfolldmpgnmeo,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,16
inbhlhnaeeggeicaockcoigiohagecfd,Productivity,0,0,0,1,0,0,0,1,1,1,0,0,8
jcmjgalhippcbbefclmckbcnacpjoeip,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,13
adjoknoacleghaejlggocbakidkoifle,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,10
phbjhllekoogcfgjnhhbohckoodbbpcl,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,10
fdngcgnmmiiolgcdcnmafbfoplhcjcel,Productivity,0,0,0,0,0,0,0,0,1,1,0,0,8
pajmfleghibikehgnindbajeiffijlgd,Productivity,0,0,0,0,0,0,0,0,1,1,0,0,13
lfmbbdekdhbhclbdocgadegfcdjmagal,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,11
dokokomcffncmbdghekdmcdpalmngobf,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,5
cnfmdjojociimmefpiomaceljklghhgb,Productivity,0,0,0,0,0,0,0,0,0,1,0,0,11
mmlkgfkogebfbpdpbpkbgfcegmckbmgj,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
afnahifiojdlllgfjmpjpjkhbbhnemnp,Productivity,0,0,0,0,0,0,0,0,0,1,0,0,9
cijidiollmnkegoghpfobabpecdkeiah,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,17
phgddhgfnjjaobkeekohieahfingldac,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,9
idkfmdcfofomdpiflkonjlcnllkffhoh,Productivity,0,0,0,0,0,0,0,0,1,1,0,0,4
eaeedemddlledlghhjebjgdmhjekgegd,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
ckphbdhngcbkgfhbkepkjnmomaokjcjg,Productivity,0,0,0,0,0,0,0,0,0,1,0,0,7
lfglhfedlkpmlbgdghhbmbljkeokifgn,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
koiffgdgddhndlejbbgolhcmefdedgpp,Productivity,1,0,0,1,0,0,0,1,0,1,0,0,4
lgfjmghkoacgbdjffclmblfkmlhnjbbf,Productivity,0,0,0,0,0,0,0,1,0,0,0,0,9
ebdcpdepkbefmgfdkdplcmhfkddagfon,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,6
phbgcmenneedjifflcklaaoghfbbccdh,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
clfcmgfbmllppnjfnpkplgfgadkoclmi,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
jnngidbdaaojljohkijhpiiidhbfbloa,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,8
fgadlbecgamkjkcdmheficggocggjdho,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
egadgigecilocnjamakdccmpeodpnmoi,Productivity,0,0,0,0,0,0,0,1,0,0,0,0,9
hnkcfpcejkafcihlgbojoidoihckciin,Productivity,0,0,0,0,0,0,0,1,0,1,0,0,10
lilomadmkegmkmkjmdbbgalimcmfogfk,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,11
jiobpgabplnpcbdkjakhjfhohponajlc,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
kbkappoihkbpojnnhdbeahngpgbgfpgm,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,11
acpnaoodelkhikikkbibefghgjcjpcng,Productivity,0,0,0,0,0,0,0,0,0,1,0,0,13
koeibpphnjeddfgilfepklcdkkllifje,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,10
dbhfnplpfbhmfiobkdajilkhmcidaokm,Productivity,0,0,0,0,0,0,0,0,1,1,0,0,17
kjfkmlhcgelgmepdemdhkgioggaffibj,Productivity,0,0,0,0,1,0,0,1,0,1,0,0,3
nnibhjkcbjcnhknicjjfhjjnappabojp,Productivity,0,0,0,0,0,0,0,0,1,1,0,0,9
cinafiioibibecaliaehfkbkjafaakak,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,11
lmfeojjnklmgidbjipfdfagobmgdcmjk,Productivity,0,0,0,1,0,0,0,1,1,1,0,0,16
bklfaaiagicackakdoklbplbokincnjb,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,9
pmaionhboofajejhmkheilkoifkmigfe,Productivity,0,0,0,1,0,0,0,1,1,1,0,0,10
njkkgfngelkphhfadnpealmkjmdjcioc,Productivity,0,0,0,0,0,0,0,0,0,0,0,0,15
jhcjblhckchiedihkfkgjaghggbcmbdn,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,14
iaeiplcjdnogoipoblmicfocnhfobpmi,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
emakkfldeggiinnfcdjkakdfcppbfhdg,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
kllodkcffkaonlilejggleoiiceemdlk,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,10
pjgfeacpjmjaiohbdaiodnfgnblgegld,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
pcbjiidheaempljdefbdplebgdgpjcbe,Productivity,0,0,0,0,0,0,0,1,1,1,1,0,8
bkelnichkhilndhjbobdhmhmlbbkfjfp,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,11
efjchaibahpaomfdbigmmikalekcjika,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,12
dfoieibbmhlddijpeabkpagincjjliml,Productivity,0,0,0,0,0,0,0,1,1,1,1,0,12
ogdpebkdbjpobgogfhoeeeoifmckckde,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,11
hejmehomfdabmjbhlpajmhcjaoichkgl,Productivity,0,0,0,0,0,0,0,0,0,1,0,0,7
aolhnmfbfllpbmmmlkmhmnacealbkepg,Productivity,0,0,0,0,0,0,0,0,0,0,0,0,12
ifbdjobdjeiomgadccjldfmimcbnfcli,Productivity,0,0,0,0,0,0,0,0,0,1,0,0,12
ofphclnpffmnkmpnefajgadhnamollbi,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,15
pocmdpefljmfkkeckgafmmgdfggkieme,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,8
aggimaikohcomjpcmbcnoohldfgofmjk,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,6
faifcnpenackmkfpliekigdhbkmjacoa,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,11
jfolfgmjmpofnkgnaibjfdadokbcbngf,Productivity,0,0,0,0,0,0,0,0,1,1,0,0,10
jonieilabcbaicpbfoplfofdiiaaenef,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,10
bbcekmmkilfkanelobokhkfdlnchmbce,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,11
gcfhlnaalomahoampfjhinmgjikkkgep,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
nojpnnfpfaepolalpokjlblonedknfgf,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,17
legkgkghbgdnjniakjhbecfiohcapejh,Productivity,0,0,0,0,0,0,0,1,0,1,0,0,16
hefhmdpdiemkipkgibpfdikphjibhpok,Productivity,0,0,0,0,0,0,0,1,1,0,0,0,10
cfkohgkpafhkpdcnfadadcibfboapggi,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,10
kkkciickjhdffaionllgnndmecaenpej,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,12
godoifjoiadanijplaghmhgfeffnblib,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,14
