id,category,UPI,HI,FPI,AI,PCI,LI,WHI,UAI,WCI,DI,PS,FS,Total Finded
aaphnadhphfkpblghniahojhdfpghacg,Productivity,1,0,0,1,0,0,0,8,6,3,0,0,9
iefcdnhjmidddcemjphfkmgllbglbbkl,Productivity,4,0,0,7,1,0,0,8,10,6,0,0,10
oojabgademjndedjpcnagfgiglcpolgd,Productivity,2,0,0,4,1,0,0,7,8,7,0,0,9
mlleoaifccleoilmdocpfjfhffmmbjgn,Productivity,1,0,0,2,1,0,0,7,9,7,0,0,11
oomekahllchgbndfpgjjggokkcjginmn,Productivity,1,0,0,3,0,0,0,6,9,7,0,0,12
eapedfijdadehfmghgfdnanjlpfpognl,Productivity,0,1,0,2,0,0,0,10,11,8,0,0,14
biaiekhldhgiefinnfahbjnenoklognl,Productivity,3,0,0,3,0,0,0,7,4,7,0,0,13
hfjnppljknigdnnpocjjgdcfmnodoafe,Productivity,0,0,0,0,0,0,0,6,7,3,0,0,9
hillkdbaogdhbbadmkpklhcpifdhmjji,Productivity,0,0,0,2,0,0,0,10,8,9,1,0,13
mfmbohhilekeamheodippbnplaficklg,Productivity,0,0,0,0,0,0,0,3,4,1,1,0,6
eomobieikegbkbaoobfcjjckhfkdgdlb,Productivity,1,0,0,2,0,0,0,12,11,4,1,0,13
lkpdeolhgoidcpodjdjlkjiidgljgloj,Productivity,1,0,0,1,0,0,0,5,6,4,0,0,10
bnjdbijgcgbpnghpipedgnfedmpodnom,Productivity,0,0,0,2,0,0,0,11,12,5,0,0,14
oiflppoidedbicdboldgadjhffejbiok,Productivity,7,0,1,8,0,0,0,7,6,11,0,0,15
bcimcgagkdildnhcmjhljonhionglmcb,Productivity,1,0,0,3,0,0,0,5,6,5,0,0,7
cagioajkfaodnmocikaceihiobbcnime,Productivity,3,0,0,7,1,0,0,14,11,7,1,0,15
hdedaehcfnpmpgnpgeiodjjnjplnikch,Productivity,0,0,0,0,0,0,4,8,5,5,2,0,11
ejiifbpcpdkkpkcpfbaglbohkhkhipig,Productivity,4,0,0,5,0,0,0,10,7,6,1,0,16
pfcpjkoiknombhfcjnjihpafmkhmdcjb,Productivity,5,0,0,3,0,0,0,12,11,10,2,0,15
anpalkjekmaihebicpojlcfjdbkbjoia,Productivity,3,0,0,8,0,0,0,5,7,11,0,0,15
bolhpcimlcpfnlkdifinbnegfcgmdodf,Productivity,1,0,0,2,1,0,0,8,10,7,2,0,10
ogkhimnfjdkddagddmckolplacmmhiai,Productivity,0,0,0,1,0,0,0,11,9,2,0,0,13
liladglmikhldhgojmnddddibdcamhbe,Productivity,0,0,0,0,0,0,0,3,4,4,0,0,8
lcfhmimfjniniapakgemblggcjplilhj,Productivity,0,0,0,0,0,0,0,2,2,1,0,0,5
geapolcoppakmkkojanekadaciedjfbb,Productivity,1,0,0,1,0,0,0,4,4,3,0,0,5
ainpldfncpicabccajiklbibogoonpjp,Productivity,0,0,0,0,1,0,0,7,11,7,0,0,12
hejgdekfjconideemhoabeiadaeikpli,Productivity,1,1,0,0,1,0,0,10,11,6,3,0,11
cmncoolckhinjbfghfbiionapeanngep,Productivity,1,0,0,1,0,0,1,6,8,8,0,0,11
fncdipbcmcjafbnfkkfgocoghjjdmfej,Productivity,3,0,0,3,0,0,1,7,9,8,0,0,15
fkfnehhhfhfgofcafgabakpkbilckadg,Productivity,5,1,0,4,1,0,0,5,4,5,0,0,10
pdhofgeoopaglkejgpjojeikbdmkmkbp,Productivity,3,0,0,4,0,0,0,10,7,9,1,0,13
iekhpgleeghjmneofomgekbijlleojml,Productivity,0,0,0,2,0,0,1,5,6,4,1,0,13
goeloljegpbcnekebamnjinepmfifcad,Productivity,1,0,0,1,0,0,0,11,12,9,1,0,13
lbmiepikaooplpcipinbgloamfdnbdib,Productivity,1,0,0,1,0,0,0,3,5,5,0,0,14
pbphdieomeafocdjodmhjnkjjoloiebj,Productivity,2,1,0,4,0,0,0,9,9,7,0,0,13
djmemjiaekoigemohhoofehlennhcaff,Productivity,2,0,1,2,1,0,0,7,3,8,0,0,17
hancagoabobbbadijbbfepodbdgjbfpf,Productivity,1,0,0,2,1,0,0,4,6,6,2,0,11
aiapcdmdlkmmlcnjnoochgppbmbpobng,Productivity,0,0,0,2,0,0,0,8,8,7,0,0,12
acmfklpkefjlldbkdgmjoiknfgidadoh,Productivity,4,0,0,5,1,0,0,11,11,11,0,0,15
fcchghcgfeadhdmkmpkedplecikkajnp,Productivity,0,0,0,0,0,0,0,5,3,6,0,0,11
fnabbofljphblcdnioimheacofhdidmf,Productivity,1,0,0,1,0,0,0,3,7,5,0,0,7
cfhcklieekfbknjiejkihfglegfnngbo,Productivity,0,0,0,0,0,0,0,4,3,0,0,0,6
ibebffojkkfeeogkmbgafkmpkackjooi,Productivity,2,0,0,3,1,0,0,11,10,5,0,0,16
jhfjfclepacoldmjmkmdlmganfaalklb,Productivity,2,0,0,5,0,0,0,8,9,9,2,0,13
gbgjaofajpfgmglnealiconpgefkhmoo,Productivity,2,0,0,3,0,0,0,12,10,9,3,0,13
bkfclmjddajodogcbpohgfpdkgdecgmg,Productivity,1,0,0,0,0,0,0,8,11,8,0,0,13
lpkifniggbjogbcffhcjmdeicjfbbikm,Productivity,2,1,0,2,1,0,0,2,6,3,0,0,10
mlighlkbfofpeoeolijmolchjdifcbpo,Productivity,4,0,0,4,0,1,0,5,6,7,0,0,11
adaoonobidpkcgoigdaeejombemnbfei,Productivity,0,0,0,0,0,0,0,13,12,8,1,0,14
hjfkaobgkmaeomgdhmhhipdbjdhhjkoi,Productivity,1,0,0,4,0,0,2,10,12,10,0,0,15
aoeolgodbphjghklpaiapijnblbaoiod,Productivity,1,0,0,2,0,0,1,5,2,6,1,0,10
lllibhhkelnnkehedeehlojhdhpfpcbi,Productivity,1,0,0,1,0,0,0,4,2,3,0,0,8
lghdjbleoinpffmgebanajaiflpmhilp,Productivity,1,0,0,1,0,0,0,8,9,4,0,0,10
kiogkahifhldimpknnnhdiemepmebnhe,Productivity,0,0,0,0,0,0,0,3,4,3,0,0,8
kgcmhfggnmdciinnioobpgaifapbdhnj,Productivity,0,0,0,0,0,0,0,5,4,3,1,0,6
aiifbnbfobpmeekipheeijimdpnlpgpp,Productivity,1,0,0,1,0,0,0,7,5,5,1,0,12
hiajdlfgbgnnjakkbnpdhmhfhklkbiol,Productivity,3,1,0,3,2,1,3,10,9,5,3,0,12
hkcmehfaiggpkbggojdnlnhpalabcjbm,Productivity,1,0,0,1,0,1,0,6,8,2,0,0,9
dipbddpmdhkjaobhigecpafiidbigjam,Productivity,2,0,0,2,2,1,0,10,11,6,0,0,12
fodhpfjpacekldkejdpkghnkbpjidmcb,Productivity,0,0,0,1,0,0,3,5,6,6,4,0,12
nlgnepoeokdfodgjkjiblkadkjbdfmgd,Productivity,1,0,0,3,1,0,0,7,7,6,1,0,12
jbnhgaohndmapghohjlkgjeghcklepee,Productivity,1,0,0,1,0,0,0,3,4,3,1,0,8
cnhhlbhfpjkbkpjkbdeopeamkecghpai,Productivity,0,0,0,1,0,0,1,8,10,4,0,0,11
jbnhjginpjihefndhjlhlggblfbefpod,Productivity,1,0,0,2,0,0,0,7,9,6,0,0,15
ngbkimgmmngjkfedmblldeedcoikgbei,Productivity,1,1,0,2,0,0,0,5,5,4,0,0,11
bhcafamaagaonkhnbnnjjfekddfllpgc,Productivity,1,0,0,1,0,0,0,8,8,6,0,1,10
ieffbhnehakpambmmncidlbhomnnnlae,Productivity,2,0,0,2,0,0,0,4,4,3,0,0,6
giloohkbdeehhoajekbopfdgmghnmlhh,Productivity,7,0,0,8,0,0,0,10,8,9,1,0,12
bkekdodlppcbmigebbkohobclfpghead,Productivity,2,0,0,3,1,0,1,8,7,7,1,0,10
apfgihndokdmfcmajbbimifahgbgbhcm,Productivity,0,0,0,0,1,0,0,8,8,2,2,0,10
mdklkilghglpihondfmedeefgfnpecbb,Productivity,2,0,0,2,1,0,0,9,6,4,1,0,9
mfcbdfekhfancjhfilpdpefcngkhnhpe,Productivity,2,0,0,2,0,0,0,2,2,5,0,0,8
icnidlkdlledahfgejnagmhgaeijokcp,Productivity,0,0,0,0,0,0,0,4,3,3,0,0,6
ekbomalffdpplcaophpmppoggdeimdan,Productivity,0,0,0,0,0,0,0,2,2,2,0,0,5
gkeojjjcdcopjkbelgbcpckplegclfeg,Productivity,3,0,0,3,1,0,2,7,8,5,0,0,11
pnaiinchjaonopoejhknmgjingcnaloc,Productivity,1,0,0,2,0,0,0,7,7,8,0,0,14
bjnopannoijifbgiknolfnmchfmkndln,Productivity,1,0,0,4,0,0,0,9,8,9,0,0,12
fajkjbdlbebofchoollffikpgfabnggn,Productivity,2,0,0,3,0,0,0,5,4,4,0,0,12
kohddgnpofoogkkjejnmcgleamcfbhhc,Productivity,3,0,0,5,0,0,1,9,12,9,0,0,15
ifmbfinpnjnhhalldoafahnhpnelmpnd,Productivity,2,0,0,2,0,0,0,12,10,11,3,0,16
cilgjbakamckjkiebndhokceglicbodi,Productivity,1,0,0,1,0,0,0,3,2,7,0,0,14
mgcjihlfinbhejfpccajgeddnklnpclk,Productivity,4,0,0,3,2,0,0,11,9,5,0,0,13
fdagfeejebamchdokdpjgfjdfaklofab,Productivity,0,0,0,0,0,0,0,4,5,2,0,0,7
lkpbjlipbgmdmbamoojnfakndomaicdm,Productivity,2,0,0,2,0,0,0,6,6,7,0,0,11
kogfdlbehkaeoafmgaecphlnhohpabig,Productivity,1,0,0,1,0,0,0,9,9,6,2,0,11
condlopdddofpgcdjfnoepbdkcgckmgb,Productivity,0,0,0,0,0,0,0,5,6,3,0,0,9
bcgcckcljjhmgfdaoaokoaamjidpjgfh,Productivity,2,0,0,1,0,0,0,2,4,2,0,0,6
cgaoglehhddipnfdhdjmpcopgpejpofg,Productivity,1,0,0,1,0,0,0,9,8,7,5,0,11
jmandnadineideoebcmaekgaccoagnki,Productivity,2,0,0,2,1,0,0,9,9,11,0,1,13
dhjjageceimmgofhkplkbdjkfablfopa,Productivity,2,0,0,2,0,0,0,9,11,4,1,1,11
npajikjhahljgfodjandbbbmmmaflkcc,Productivity,2,0,0,3,0,0,0,9,7,8,1,0,16
ngkfilameneoanpmgjjjmlgaokpimipp,Productivity,1,1,0,1,0,0,0,12,11,6,4,0,13
kgbcpooeiicongajmmkhhfelhjpnkccj,Productivity,2,0,0,3,0,0,0,8,5,6,1,0,11
pchlfebelfohhojoomlngjbkcjponfha,Productivity,1,0,1,1,0,0,0,9,7,5,4,0,12
kgjhgbkbobjkkhkfddbdmcppkaialoel,Productivity,2,0,0,3,0,0,0,3,2,5,0,0,9
cbnfajeeaebnldmgnodjlkfeomdacjlc,Productivity,2,0,1,2,0,0,0,12,3,8,0,1,14
hpohjmcciikpccgjfbjopmjcieefnaem,Productivity,0,0,0,0,0,0,0,3,1,1,0,0,3
jjfknbejnpjndceceeefmofphphjiamb,Productivity,4,0,0,4,2,0,0,12,11,8,2,0,14
pkheafpccjdmpppcifdkccnllpclbonk,Productivity,2,0,0,5,0,0,0,11,8,9,0,0,14
makaiahofcbkgjmlifnocflaeibaibgk,Productivity,0,0,0,1,0,0,0,5,3,5,0,0,7
ldckbomjhgdfophpnobhhlijfgnleajh,Productivity,0,0,0,0,0,0,0,9,8,5,2,0,10
bfnaelmomeimhlpmgjnjophhpkkoljpa,Productivity,2,0,0,6,0,0,0,8,6,8,1,0,13
ngcmpilohmfalkfodjommledggkemhjp,Productivity,2,0,0,2,0,0,0,6,6,5,0,0,7
llhmaciggnibnbdokidmbilklceaobae,Productivity,1,0,0,1,1,1,0,16,12,12,1,1,18
komcdpbjpemnfmecaccgidichebmheeg,Productivity,1,0,0,4,0,0,0,8,7,6,0,0,8
mfembjnmeainjncdflaoclcjadfhpoim,Productivity,2,0,0,6,0,0,0,7,8,7,1,0,11
andpjllgocabfacjlelkfpdemfklpfpo,Productivity,3,0,0,3,1,0,3,12,13,9,2,0,14
dbncpgcmohkdhaakdachojjgfcgcfnna,Productivity,3,1,0,3,1,0,0,11,11,9,1,1,15
djelnbcbfjekgamjhjkajfcampacnflo,Productivity,1,0,0,1,0,0,1,5,8,4,0,1,8
fipdcenemkbohhdgadjflhpfneohchmj,Productivity,1,1,0,2,0,0,0,3,1,6,0,0,11
jmfmokfnbggmoakgpccfkhnacbjmboio,Productivity,3,0,0,2,0,0,2,8,10,6,0,0,12
pefabcpjihpcagbcdcjpedppcfmmlonh,Productivity,2,0,0,2,1,0,0,8,9,8,1,0,11
fecgbkpogfcghjebjhpggnkmchofiolh,Productivity,1,0,0,2,0,0,0,11,8,7,1,0,12
eolgelhflgphiebnjopklpnplinmemfi,Productivity,4,0,0,5,0,0,0,8,5,7,0,0,11
gjkjdnpfekifcfkmnpogbcbhabafnilg,Productivity,0,0,0,0,0,0,0,4,7,2,0,0,9
mabegaogknpjdomagkfdbhkodcmehlac,Productivity,4,0,0,5,1,0,0,8,14,11,1,0,14
bdhgbaoalabiegihkaolpcadcahipcek,Productivity,0,0,0,0,0,0,0,5,9,3,0,0,9
haffdbbhnmojclpkpmjhpdflflienkmk,Productivity,0,0,0,0,0,0,0,3,3,1,0,0,7
eejcahhecmmnpmhljjincafmmbmocagc,Productivity,2,0,0,1,0,0,0,5,3,3,0,0,6
hffpkobhcahdmmafhahfoljjaiccpjek,Productivity,0,0,0,0,0,0,1,9,8,6,1,0,12
hepipjfjpaoeoljnajddllinifgbkifi,Productivity,3,0,0,4,0,0,0,9,7,8,0,0,16
hkeebpkpjejbgbjjbbmbgjplnpjhdhme,Productivity,2,0,0,2,1,0,0,10,11,8,0,1,12
klhlkoabjmofmjkhbmelmfnhkbjaohdj,Productivity,1,0,0,2,0,0,0,4,5,5,0,0,7
amninkbkmdldckgcjjonhofagfgpaaba,Productivity,1,0,0,3,0,0,0,6,6,3,0,0,7
jblkeaimocabbaocnhbhbmoollkjmcil,Productivity,4,0,0,4,0,0,0,11,8,10,1,0,15
jhbdogcecackfbiopefonnljmnjdlfda,Productivity,6,0,0,5,2,0,1,12,12,7,0,0,12
pfhocfdclfdemdagmlfchniegbkamjad,Productivity,1,0,0,2,0,0,0,6,7,8,0,0,10
mehhcmbmiicnikemdapkcimgjchcjpha,Productivity,1,0,0,2,0,0,0,8,7,4,0,0,11
pbpkngpoibolahodjolbbchcbnenbmno,Productivity,0,0,0,0,0,0,0,1,2,4,0,0,9
oalhogdhlhgdpjllnadcigfkhmmlahlo,Productivity,3,1,0,3,1,0,1,11,16,13,0,0,17
ccbdfboekkjhdaodbmdjpgkhfpofgfbk,Productivity,1,0,0,2,0,0,0,2,2,7,0,0,13
adlljmlbangmeenndganepfkilcdihnm,Productivity,4,0,0,6,0,1,0,9,8,6,0,0,11
lgniekfeiencebkkiclfiaonjinflhca,Productivity,2,0,0,4,0,1,0,5,5,5,0,0,9
kogaaioeflcfhaengehifonedjbagdee,Productivity,3,0,0,3,0,0,0,10,8,8,5,0,13
ihhnnifpbicojcglhfgohjoceeafhkgj,Productivity,2,0,0,3,0,0,0,3,10,7,0,0,10
iemofinbkpbpamdjljafoheiaamajgdn,Productivity,4,0,0,5,0,1,0,11,11,9,2,0,17
njodmhlcodbejbbhjeegcpgnmklllgld,Productivity,1,0,0,1,0,0,0,6,7,5,0,0,10
mhdjjjkealhkpnabhdidlfnmkdpdfaic,Productivity,1,0,0,1,0,0,0,4,3,6,0,0,8
mhedbgbipbdppajofkiklhlbbdlldidj,Productivity,0,0,0,1,0,0,0,4,6,3,0,0,10
kcknoafpomkfgjegddgjmeplabdgcbdb,Productivity,6,0,0,5,2,0,1,7,8,6,0,1,13
iplkhnicblmmlhpcaiofbagipldfcblj,Productivity,3,0,0,4,1,0,0,9,13,9,0,0,13
cbaejnioionjcpiigpeklffaonbbodco,Productivity,3,1,1,4,4,1,0,10,10,10,2,0,14
jbfeongihppeenfnaofmdeikahaefljd,Productivity,0,0,0,1,0,0,3,7,0,11,1,0,15
dnaffjjdaijoncplocfgoikcbkkjhkpm,Productivity,7,0,0,8,1,0,0,15,10,13,0,0,17
hdppkjifljbdpckfajcmlblbchhledln,Productivity,1,0,0,1,0,0,0,6,5,2,0,0,7
kkdeocbeilmnggajdbhhpkcemghcpehk,Productivity,2,0,0,2,0,0,0,9,10,8,2,0,15
pimockeojlggmlnknhicajgckmlggifa,Productivity,1,0,0,1,0,0,0,9,7,6,2,1,11
dfekjefdlkcngniipkmnlakhkfbaacmn,Productivity,1,0,0,2,0,0,1,8,6,3,1,0,8
amfidcilfddegnmnpbjgbcmoaikbkbjm,Productivity,1,0,0,3,1,1,0,8,9,6,0,0,14
cbakkidlcnemoecaghbmnnkpacpfgfjh,Productivity,1,0,0,2,0,0,0,6,5,5,0,0,8
algaamhdkiioaebfkniojomdlcifkfie,Productivity,3,1,0,4,1,0,0,11,10,7,1,1,12
membnedfppkdoajppllohhkbapfmhnde,Productivity,0,0,0,0,0,0,1,3,5,3,1,0,8
kkpllkodjeloidieedojogacfhpaihoh,Productivity,2,0,0,3,1,0,0,6,4,5,0,1,12
lkkkpcjloppajdnoflemfaodcmlajkai,Productivity,2,0,0,4,0,0,0,7,10,8,0,0,15
penfpgjiinnecmappoebbfkobledfcng,Productivity,4,0,0,4,0,0,0,8,10,8,0,0,12
fmfmoojahahhnhakilofodgnlnfmagin,Productivity,1,0,0,1,0,0,0,10,11,6,0,0,17
bcddlnpbfpldhhgpjkoedhcnjchldcff,Productivity,2,0,0,0,1,0,0,6,9,6,0,0,9
fldnfjcbkcklcbcbjojlinecjpbmiapi,Productivity,1,0,0,6,0,0,0,5,7,6,0,0,11
eglbdkobllcefihgfgkipponopipnkma,Productivity,2,0,0,3,0,0,0,8,8,7,1,0,12
jedldboappegkmmkkmgempjffkpbopcg,Productivity,1,0,0,9,0,0,0,10,3,7,0,0,14
ommifongmfoainkpipandccdgldlhlpk,Productivity,3,0,0,4,0,1,0,7,8,7,1,0,10
goaaefpghnppioibbpnimlfopkcgcjlk,Productivity,0,0,0,0,0,0,0,4,4,5,0,0,11
gbbgjnafgobdkomebgpnplknlpjoecna,Productivity,0,0,0,0,0,0,0,3,0,6,0,0,14
nnibeffkcgbakinncdllddlfdopdbcna,Productivity,1,0,0,2,0,0,0,3,3,5,0,0,6
akikgmngikhdhecndjkjcacfefdbnnin,Productivity,0,0,0,0,0,0,0,5,9,3,0,0,9
hinpcjpcoacchkhbpecfeecplpkaejla,Productivity,10,0,0,11,0,0,0,20,0,10,0,0,20
fhbdfgoahpihjmcpjnhcdofenlhfaicd,Productivity,2,0,0,3,0,0,0,9,2,9,0,0,14
gcfbppmhmopmakhclakgnlpobjedkjhe,Productivity,1,0,0,2,0,0,0,5,4,3,0,0,8
dleghnfkndpddppflgfcajfbaejnnoem,Productivity,0,0,0,0,0,0,0,5,7,5,2,0,8
hpcngghimfmpchgofjkmgmijcgjamfge,Productivity,0,0,0,1,0,0,0,4,4,0,1,0,4
cehfdmabgcejaklmphjdbhfmicgikanl,Productivity,0,0,0,0,0,0,0,1,1,1,0,0,2
iilfkhaccpcehenfdbgikmlhhklapkne,Productivity,1,0,0,1,0,0,0,11,10,6,0,1,12
ejeemacpidnaejkhpbmfkadhgjhnolaa,Productivity,2,0,0,5,0,0,0,9,5,7,0,1,12
mdjbgnpehbhpibonmjjjbjaoechnlcaf,Productivity,0,0,0,1,0,0,0,8,10,9,2,0,13
mglnadigfnhbijbgohlhkigokcmlbpmi,Productivity,6,0,0,15,2,0,0,18,19,12,0,0,19
nckcnmaeicmholjaolkfcodfpblenkfp,Productivity,2,0,0,2,0,0,0,5,2,4,0,0,8
gacmfpkmfkmgdhnajchhailklpjoefdo,Productivity,0,0,0,2,0,0,1,7,6,4,0,0,10
odoekjadkpplgjhcnhbmfafpaigebgbg,Productivity,0,0,0,0,0,0,0,3,2,3,0,0,3
decapdlklnfkkbcagnioljkmoadkdipb,Productivity,5,0,0,5,0,0,0,7,6,8,1,1,12
ckioaaenplghmmdjkmmhcnlcfonoipkf,Productivity,1,0,0,1,0,0,1,7,8,5,0,0,11
ddgffbfjagngjmabbeenmllellkcmjkk,Productivity,3,0,0,5,0,0,1,9,10,6,2,0,12
dpaahndfhbkiolfhjbeaocgmphmgidih,Productivity,4,0,0,2,1,0,3,17,12,8,5,0,17
ljmnpoboijpolhkdnphimbfablojdjem,Productivity,2,0,0,3,1,0,0,6,5,6,0,0,14
nhlajklpnkgnnklcefobgljnhdgkhcki,Productivity,1,0,0,1,0,0,0,2,1,1,0,0,4
fcibbjfmlkallplhnmojpbjcpglaiend,Productivity,2,0,0,3,1,0,0,8,9,11,0,0,15
febbohjhmhmpjmidigaodppodapohafc,Productivity,2,0,0,3,1,0,0,6,7,4,0,1,8
oebibeblhjjgajajloedmhbgkgoonbjf,Productivity,0,0,0,2,0,0,0,6,7,4,0,0,10
enohomemkecjkggiceggbfgbafbneblh,Productivity,6,0,0,7,0,0,0,11,11,8,8,0,14
mdepjcnhgmnjdmcfnkapbpampngchgil,Productivity,1,0,0,1,0,0,0,6,6,6,0,0,11
gdfafgmhgfgdpipchecadmflngpegcdh,Productivity,2,0,0,4,1,0,1,8,10,8,2,1,14
adgkgjklgiilebgjckenkknhbenpiinc,Productivity,1,0,0,2,0,0,0,9,9,6,0,0,10
lbcabedlbpobhpongobnfkbfceedgdjk,Productivity,5,0,0,7,0,0,0,13,14,11,2,0,15
afpggcpmimlknonanaomkdlebdpeaicg,Productivity,0,0,0,3,0,0,0,13,12,9,0,0,17
alhpdhbmgjpnfkpaiemhkbdefjolmmnc,Productivity,1,0,0,1,0,0,0,6,5,7,1,1,13
ehdcnknapbpfnbacjkdcfjnaadicclml,Productivity,2,0,0,4,0,0,0,6,5,4,0,0,10
aapfglkgnhmiaabhiijkjpfmhllaodgp,Productivity,0,0,0,0,0,0,0,10,9,5,0,0,12
pcijjlmcfggbejjapmidkneifleeplch,Productivity,5,0,0,3,0,0,0,4,8,8,0,0,13
oihooekkpbbaknmffegikdnmbjfafbfk,Productivity,3,2,0,4,1,0,0,5,5,9,0,0,13
nkcchjfdmoghfjkoocoipgmifdmpbimb,Productivity,2,0,0,4,1,0,0,8,8,4,0,0,11
hgpmnicpdbofkebilbinaihkfnoedpej,Productivity,5,0,0,7,1,0,0,7,8,11,0,0,17
cfkfmjmgkdcinkefkfbfhmpfilfbljoc,Productivity,2,0,0,1,0,0,0,7,6,5,1,0,13
dendgcjgnbappncfobbbocpkcahhkajm,Productivity,1,0,0,2,0,0,0,4,4,7,0,0,10
kocaompbindpaanpabjeeechkofidmbh,Productivity,1,0,0,2,0,0,0,11,8,10,1,0,13
ajelnjmnjnchimodkgnhalconepoiodf,Productivity,0,0,0,1,0,0,0,7,8,7,1,0,11
dlojcjhbcifihnogehebojgdpjlfgbmp,Productivity,2,0,0,3,0,0,0,5,5,3,1,0,6
bdbmfcdeadpnlkhlcafhllpabipkedbh,Productivity,4,0,1,3,0,0,0,13,8,7,0,0,13
gfjhimhkjmipphnaminnnnjpnlneeplk,Productivity,2,0,0,3,0,0,0,4,12,8,0,0,12
jdkiibneihnhojkhlffdlpffimedpanm,Productivity,0,0,0,0,0,0,0,10,9,4,1,0,11
hkpjcccmflibelljpcdiepdbgnoienpc,Productivity,2,0,0,3,1,0,1,15,13,9,4,0,17
ialfjajikhdldpgcfglgndennidgkhik,Productivity,5,1,0,5,2,0,2,10,14,12,1,1,14
egjjjbjllkgohhijnjbgndodcmbobkhi,Productivity,3,0,0,4,0,0,0,7,8,7,1,0,10
kannkflplphkpabjoibccfgjkdhhcbmg,Productivity,2,0,0,1,0,0,0,7,10,4,1,0,13
hghmippfpkoicafgccajfnfkmmnhiocm,Productivity,0,0,0,1,0,0,0,8,8,4,0,0,12
epclbcgdcfaiholkapkbaecldbffhhee,Productivity,1,0,0,1,0,0,0,14,12,6,0,0,14
baoflgfnbageibinfblljpckkgdoaknl,Productivity,0,0,0,1,0,0,0,5,3,4,1,0,9
gngckdddchfohlcgpmhjpbdfkllbddek,Productivity,0,0,0,0,0,0,0,1,3,3,1,0,8
joioghagfpnpmdfdjijibfbfeolkddlf,Productivity,2,0,0,2,0,0,0,7,9,8,1,0,11
gcjmekbfkkmaccloaoccfiohjnmgkddm,Productivity,0,0,0,0,0,0,0,2,3,4,1,0,6
lpmoaemacdlgeegfpnalfmeekbfbpfga,Productivity,1,0,0,1,0,0,2,7,3,4,2,1,14
fdaobippifgiaigkefmccocjgdhhkoph,Productivity,3,1,0,3,1,0,0,5,5,9,0,0,12
fgjomcpofplikgpdfcpgdjjlljlnelgc,Productivity,2,0,0,2,0,0,2,10,10,7,1,0,10
gdblpfiocmgbccolhonbgpilnfnjidgn,Productivity,1,0,0,1,0,0,0,9,7,6,0,0,11
lmpkdellflhinbminogihankjmpbicjg,Productivity,2,0,0,3,0,0,0,4,4,7,0,0,9
cfikbclbljhmmokgdokgjhnpinnmihkp,Productivity,2,1,0,2,0,0,0,8,6,4,0,0,10
nacjdocenajmlomcagpkmhpikhcdligg,Productivity,2,0,0,2,0,0,0,5,7,6,0,0,9
ljmpblpndedodbmceeghpahabeppemed,Productivity,1,0,0,2,0,0,0,6,7,4,0,0,16
fommpldicogfgegfpcoibmhkbbdpodjg,Productivity,2,0,0,1,0,0,1,9,14,11,0,0,14
cbllkbfbefpfhkepcpegdhdpokghfcob,Productivity,2,0,0,5,0,0,0,11,11,8,1,0,13
fbdikklnjkiblnbcbodpnglbhdldbfog,Productivity,2,0,0,4,0,0,0,8,6,5,0,0,9
nhppnhnadikeniijclnghjfblnojgige,Productivity,0,0,0,0,0,0,0,8,9,9,1,0,14
kaiokcljmjalfflkfjigcamlimhdpnjn,Productivity,3,0,0,2,1,0,0,8,9,8,0,1,12
jedgfcnbkbgiheojcfkbphplgkhgppgf,Productivity,3,0,0,4,0,0,0,7,5,8,0,0,15
ggipehgmbcjjlibbgoicnolekdocanbi,Productivity,2,0,0,2,0,0,0,4,3,5,0,0,9
eoadljeglconpbdhmnojhbihngpmhbpj,Productivity,0,0,0,1,0,0,0,4,7,7,1,0,10
nceabdmobedkhoimhmpockclcfcbpfeo,Productivity,3,0,0,2,0,0,0,4,1,5,0,0,7
magnkhldhhgdlhikeighmhlhonpmlolk,Productivity,0,0,0,1,0,0,1,7,7,6,1,0,12
flnghakciblliogbnkcnadhagckieiff,Productivity,3,0,0,4,0,0,0,8,8,7,0,0,12
gnmjmennllheofmojjffnidneaohleln,Productivity,1,0,0,2,0,0,0,11,7,7,1,0,12
bodjneffehabmoepacpcomhfakbpagbe,Productivity,2,0,0,4,1,0,0,11,13,6,2,0,15
igojiicideojlopipibjmfnoccmjikbn,Productivity,0,0,0,1,0,0,0,3,6,4,2,0,7
bcnfacimbccddckdhmkpjcaefcmbpnng,Productivity,0,0,0,0,0,0,1,7,2,6,3,0,10
bdnjcbbjemfffhffjoajhdcpdjikkead,Productivity,3,0,0,3,0,0,0,8,7,4,0,0,11
clpapnmmlmecieknddelobgikompchkk,Productivity,1,0,0,2,0,0,2,12,12,8,2,0,16
lkdeaaanpdkakjbfbjmnofohljimjmlh,Productivity,1,0,0,1,0,0,0,2,5,4,0,1,6
nbdchjpkhogfhgmhknejmoddfmmadaik,Productivity,4,0,0,3,1,1,0,3,4,3,0,0,6
cpoahfmojjcbpkeigieneocpefehggjh,Productivity,2,0,0,2,0,0,0,8,5,4,0,1,11
eiplilifmpiekikooobdjjohpmojjbbg,Productivity,1,0,0,1,1,0,1,3,5,6,1,1,11
jpiolfagdinhpfhjgehepnmkaakiohmb,Productivity,0,0,0,0,0,0,0,0,0,0,0,0,3
lkahbfdjppdglmacdhifnfaokjealmba,Productivity,5,0,0,9,0,0,0,6,8,11,3,0,14
